dataset,task,model_family,gate_type,seed,time_dim,text_dim,rel_dim,R_selected_names,n_train,n_val,n_test,n_train_groups,n_val_groups,n_test_groups,train_positive_rate,val_positive_rate,test_positive_rate,best_val_loss,epochs_trained,threshold,val_auroc,val_auprc,val_accuracy,val_balanced_accuracy,val_precision,val_recall,val_f1,val_brier,test_auroc,test_auprc,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_brier,test_pred_positive_rate,prediction_file,history_file,model_file,error
MIMIC,mortality,MLP_GPT2,RA_recency,11,450,768,1,recency,545585,175629,153496,651,217,218,0.27730234518910896,0.3357076564804218,0.26463230312190544,5.454176707459156,13,0.05,0.584728362468998,0.4428104214783474,0.578941974275319,0.5641455209517636,0.4016455829090336,0.5191146540027137,0.45288686336598505,0.28546060278187135,0.6016363033083244,0.36074553515703534,0.6278339500703601,0.5753039055558786,0.3476687954520285,0.4637124569177745,0.3973923500495791,0.2594059520358038,0.35296033772867047,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_recency_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_recency_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_recency_seed11.pt,
MIMIC,mortality,MLP_GPT2,RA_recency,22,450,768,1,recency,521371,186871,166468,651,217,218,0.29598884479574045,0.28099598118488156,0.2645673642982435,4.195279798348308,13,0.05,0.5461772762504223,0.3512482780466068,0.5221302395770344,0.533603638855634,0.30754341912534006,0.5597981336888211,0.39698831791478156,0.3145463579387852,0.6191641149070519,0.4299946994324366,0.5217339068169258,0.5644287614683074,0.30931194922704175,0.6551019481404114,0.4202155549082435,0.28840902261512147,0.5603359204171372,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_recency_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_recency_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_recency_seed22.pt,
MIMIC,mortality,MLP_GPT2,RA_recency,33,450,768,1,recency,531822,173600,169288,651,217,218,0.29513258195411246,0.2623790322580645,0.28569656443457303,4.54605876655024,13,0.05,0.5184406500911585,0.2922257427961968,0.5133640552995392,0.5064951110966037,0.2675899946271864,0.4920415376846912,0.34665594258491617,0.3407290829521092,0.688092765277061,0.5124715418726118,0.6089504276735505,0.6392289046121924,0.3969087062577311,0.7098728419311485,0.5091424080198123,0.2715261696537922,0.5109694721421483,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_recency_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_recency_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_recency_seed33.pt,
MIMIC,mortality,MLP_GPT2,RA_recency,44,450,768,1,recency,532035,160490,182185,651,217,218,0.2843835461952691,0.28520157019128917,0.2952932458764443,4.160496026353917,13,0.05,0.6049152613975513,0.3396118051344982,0.5570440525889464,0.555258185810581,0.3329241896315067,0.5511011098488159,0.41508968240908345,0.30274145607210323,0.62540218427662,0.46594346274252946,0.5701896423964651,0.584168741815559,0.3653979238754325,0.6183129484367449,0.45934282932757037,0.2611864191549358,0.4996843867497324,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_recency_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_recency_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_recency_seed44.pt,
MIMIC,mortality,MLP_GPT2,RA_recency,55,450,768,1,recency,533102,176578,165030,651,217,218,0.2813814241927436,0.28182446284361584,0.30965884990607767,4.395055755003894,13,0.05,0.5718362259753589,0.3556669859968272,0.5838722830703712,0.5691978219458054,0.34604448253028475,0.5355678803954667,0.42043491635313884,0.29815985061520833,0.584115878609687,0.3754745739563381,0.5569048051869357,0.5476435911205652,0.35417908273405113,0.5233156566150715,0.422446884132375,0.3178220430276225,0.4575349936375204,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_recency_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_recency_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_recency_seed55.pt,
MIMIC,mortality,MLP_GPT2,RA_alignment,11,450,768,1,alignment,545585,175629,153496,651,217,218,0.27730234518910896,0.3357076564804218,0.26463230312190544,5.711544298783822,13,0.05,0.5626308358209653,0.4219820066644765,0.5706460778117509,0.5467099083343008,0.3862979605945385,0.4738636363636364,0.42562364321895113,0.2931683844456213,0.6054059069826458,0.3962617765127546,0.6540170427893887,0.592098042463088,0.374887281325772,0.4605612998522895,0.4133314185345161,0.23200891993872916,0.3251094491061656,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_alignment_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_alignment_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_alignment_seed11.pt,
MIMIC,mortality,MLP_GPT2,RA_alignment,22,450,768,1,alignment,521371,186871,166468,651,217,218,0.29598884479574045,0.28099598118488156,0.2645673642982435,4.720440584543778,13,0.05,0.5459995636526161,0.35009797820576133,0.5297504695752685,0.5340766316185133,0.30881589759114303,0.5439535326604457,0.3939669797657963,0.3116176096565138,0.5988956222703387,0.38404088368109424,0.5386740995266357,0.5607979524356002,0.3102097577934871,0.6077834794060215,0.41076635055090077,0.27976249595223535,0.5183578825960545,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_alignment_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_alignment_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_alignment_seed22.pt,
MIMIC,mortality,MLP_GPT2,RA_alignment,33,450,768,1,alignment,531822,173600,169288,651,217,218,0.29513258195411246,0.2623790322580645,0.28569656443457303,5.048399142502402,13,0.05,0.5505726858371913,0.31549094505439246,0.592160138248848,0.5359387372234724,0.30053082245884544,0.4176381479286044,0.3495365053699229,0.29676959875128023,0.6738122152126151,0.49022390377585334,0.6371213553234725,0.6151163122081957,0.40335798816568047,0.5637754574589062,0.47026257922649073,0.24583433521719064,0.3993195028590331,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_alignment_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_alignment_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_alignment_seed33.pt,
MIMIC,mortality,MLP_GPT2,RA_alignment,44,450,768,1,alignment,532035,160490,182185,651,217,218,0.2843835461952691,0.28520157019128917,0.2952932458764443,4.059119949982632,13,0.05,0.5702789063792535,0.30715178727739223,0.5140881051778927,0.5492654649394277,0.3210245582842538,0.6311500480643188,0.4255830055538369,0.3497285949983567,0.6131881964629824,0.4158089529721508,0.5533715728517715,0.5898979991993952,0.36302302242624773,0.6791144652217554,0.4731317866601053,0.3025093530531884,0.5524110107857397,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_alignment_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_alignment_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_alignment_seed44.pt,
MIMIC,mortality,MLP_GPT2,RA_alignment,55,450,768,1,alignment,533102,176578,165030,651,217,218,0.2813814241927436,0.28182446284361584,0.30965884990607767,4.183286880359874,13,0.05,0.5433646929424686,0.3478142508230021,0.5517108586573639,0.5344143387812286,0.31310562323558583,0.4947753396029258,0.3835142754785751,0.29727374997885286,0.5912300149584676,0.37641241922764934,0.5662546203720535,0.5523975969466144,0.36015351835664333,0.5159971038882257,0.42421512399552763,0.31230556835189516,0.44365266921165847,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_alignment_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_alignment_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_alignment_seed55.pt,
MIMIC,mortality,MLP_GPT2,RA_density,11,450,768,1,density,545585,175629,153496,651,217,218,0.27730234518910896,0.3357076564804218,0.26463230312190544,5.711544298783822,13,0.05,0.5626308358209653,0.4219820066644765,0.5706460778117509,0.5467099083343008,0.3862979605945385,0.4738636363636364,0.42562364321895113,0.2931683844456213,0.6054059069826458,0.3962617765127546,0.6540170427893887,0.592098042463088,0.374887281325772,0.4605612998522895,0.4133314185345161,0.23200891993872916,0.3251094491061656,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_density_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_density_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_density_seed11.pt,
MIMIC,mortality,MLP_GPT2,RA_density,22,450,768,1,density,521371,186871,166468,651,217,218,0.29598884479574045,0.28099598118488156,0.2645673642982435,4.720440584543778,13,0.05,0.5459995636526161,0.35009797820576133,0.5297504695752685,0.5340766316185133,0.30881589759114303,0.5439535326604457,0.3939669797657963,0.3116176096565138,0.5988956222703387,0.38404088368109424,0.5386740995266357,0.5607979524356002,0.3102097577934871,0.6077834794060215,0.41076635055090077,0.27976249595223535,0.5183578825960545,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_density_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_density_seed22.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_density_seed22.pt,
MIMIC,mortality,MLP_GPT2,RA_density,33,450,768,1,density,531822,173600,169288,651,217,218,0.29513258195411246,0.2623790322580645,0.28569656443457303,5.048399142502402,13,0.05,0.5505726858371913,0.31549094505439246,0.592160138248848,0.5359387372234724,0.30053082245884544,0.4176381479286044,0.3495365053699229,0.29676959875128023,0.6738122152126151,0.49022390377585334,0.6371213553234725,0.6151163122081957,0.40335798816568047,0.5637754574589062,0.47026257922649073,0.24583433521719064,0.3993195028590331,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_density_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_density_seed33.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_density_seed33.pt,
MIMIC,mortality,MLP_GPT2,RA_density,44,450,768,1,density,532035,160490,182185,651,217,218,0.2843835461952691,0.28520157019128917,0.2952932458764443,4.059119949982632,13,0.05,0.5702789063792535,0.30715178727739223,0.5140881051778927,0.5492654649394277,0.3210245582842538,0.6311500480643188,0.4255830055538369,0.3497285949983567,0.6131881964629824,0.4158089529721508,0.5533715728517715,0.5898979991993952,0.36302302242624773,0.6791144652217554,0.4731317866601053,0.3025093530531884,0.5524110107857397,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_density_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_density_seed44.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_density_seed44.pt,
MIMIC,mortality,MLP_GPT2,RA_density,55,450,768,1,density,533102,176578,165030,651,217,218,0.2813814241927436,0.28182446284361584,0.30965884990607767,4.183286880359874,13,0.05,0.5433646929424686,0.3478142508230021,0.5517108586573639,0.5344143387812286,0.31310562323558583,0.4947753396029258,0.3835142754785751,0.29727374997885286,0.5912300149584676,0.37641241922764934,0.5662546203720535,0.5523975969466144,0.36015351835664333,0.5159971038882257,0.42421512399552763,0.31230556835189516,0.44365266921165847,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_density_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_density_seed55.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_density_seed55.pt,
MIMIC,mortality,MLP_GPT2,RA_missingness,11,450,768,1,missingness,545585,175629,153496,651,217,218,0.27730234518910896,0.3357076564804218,0.26463230312190544,5.861733539873459,13,0.05,0.5697519685485336,0.43119377075849824,0.5785434068405559,0.5558756025160558,0.39610067058531334,0.48688941655359563,0.43682760929439873,0.2938345013885678,0.5884979961671382,0.3415607574079116,0.6142440193881273,0.5746051287087075,0.3409090909090909,0.49039881831610044,0.40221297904131165,0.27933053556484844,0.3806744149684682,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/predictions_MIMIC_RA_missingness_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/tables/history_MIMIC_RA_missingness_seed11.csv,/content/drive/MyDrive/time_imm_project/Time-IMM-master/analysis_outputs/mlp_gate_gradd_ragradd_v9_replacement/models/mlp_gate_MIMIC_RA_missingness_seed11.pt,
